Video_ID,url
1,https://www.ted.com/talks/al_gore_on_averting_climate_crisis
10,https://www.ted.com/talks/dean_ornish_on_the_world_s_killer_diet
1000,https://www.ted.com/talks/gero_miesenboeck
1001,https://www.ted.com/talks/andrew_bird_s_one_man_orchestra_of_the_imagination
1002,https://www.ted.com/talks/emily_pilloton_teaching_design_for_change
1003,https://www.ted.com/talks/stefan_wolff_the_path_to_ending_ethnic_conflicts
1004,https://www.ted.com/talks/aaron_huey
1005,https://www.ted.com/talks/auret_van_heerden_making_global_labor_fair
1006,https://www.ted.com/talks/eric_berlow_how_complexity_leads_to_simplicity
1007,https://www.ted.com/talks/conrad_wolfram_teaching_kids_real_math_with_computers
1008,https://www.ted.com/talks/denis_dutton_a_darwinian_theory_of_beauty
1009,https://www.ted.com/talks/shimon_schocken_s_rides_of_hope
101,https://www.ted.com/talks/caroline_lavelle_casts_a_spell_on_cello
1010,https://www.ted.com/talks/john_hardy_my_green_school_dream
1011,https://www.ted.com/talks/kristina_gjerde_making_law_on_the_high_seas
1012,https://www.ted.com/talks/kim_gorgens_protecting_the_brain_against_concussion
1013,https://www.ted.com/talks/zainab_salbi
1014,https://www.ted.com/talks/jason_fried_why_work_doesn_t_happen_at_work
1015,https://www.ted.com/talks/dan_phillips_creative_houses_from_reclaimed_stuff
1016,https://www.ted.com/talks/birke_baehr_what_s_wrong_with_our_food_system
1017,https://www.ted.com/talks/william_ury
1018,https://www.ted.com/talks/marcel_dicke_why_not_eat_insects
1019,https://www.ted.com/talks/bart_weetjens_how_i_taught_rats_to_sniff_out_land_mines
102,https://www.ted.com/talks/dan_dennett_on_our_consciousness
1020,https://www.ted.com/talks/arthur_potts_dawson_a_vision_for_sustainable_restaurants
103,https://www.ted.com/talks/evelyn_glennie_shows_how_to_listen
1030,https://www.ted.com/talks/halla_tomasdottir
1031,https://www.ted.com/talks/tony_porter_a_call_to_men
1032,https://www.ted.com/talks/kiran_bedi_a_police_chief_with_a_difference
1033,https://www.ted.com/talks/hanna_rosin_new_data_on_the_rise_of_women
1034,https://www.ted.com/talks/diana_laufenberg_3_ways_to_teach
1036,https://www.ted.com/talks/rufus_griscom_alisa_volkman_let_s_talk_parenting_taboos
1037,https://www.ted.com/talks/rachel_botsman_the_case_for_collaborative_consumption
1039,https://www.ted.com/talks/beverly_dereck_joubert_life_lessons_from_big_cats
104,https://www.ted.com/talks/william_mcdonough_on_cradle_to_cradle_design
1040,https://www.ted.com/talks/sheryl_sandberg_why_we_have_too_few_women_leaders
1041,https://www.ted.com/talks/majora_carter_3_stories_of_local_ecoactivism
1042,https://www.ted.com/talks/brene_brown_on_vulnerability
1043,https://www.ted.com/talks/barry_schwartz_using_our_practical_wisdom
1044,https://www.ted.com/talks/arianna_huffington_how_to_succeed_get_more_sleep
1045,https://www.ted.com/talks/lesley_hazelton_on_reading_the_koran
1046,https://www.ted.com/talks/charles_limb_your_brain_on_improv
1047,https://www.ted.com/talks/deborah_rhodes
1048,https://www.ted.com/talks/neil_pasricha_the_3_a_s_of_awesome
1049,https://www.ted.com/talks/jody_williams_a_realistic_vision_for_world_peace
105,https://www.ted.com/talks/jeff_bezos_on_the_next_web_innovation
1050,https://www.ted.com/talks/amber_case_we_are_all_cyborgs_now
1051,https://www.ted.com/talks/thomas_thwaites_how_i_built_a_toaster_from_scratch
1052,https://www.ted.com/talks/elizabeth_lesser_take_the_other_to_lunch
1053,https://www.ted.com/talks/ali_carr_chellman_gaming_to_re_engage_boys_in_learning
1054,https://www.ted.com/talks/naomi_klein_addicted_to_risk
1055,https://www.ted.com/talks/charity_tilleman_dick_singing_after_a_double_lung_transplant
1056,https://www.ted.com/talks/van_jones_the_economic_injustice_of_plastic
1057,https://www.ted.com/talks/anders_ynnerman_visualizing_the_medical_data_explosion
1058,https://www.ted.com/talks/heather_knight_silicon_based_comedy
1059,https://www.ted.com/talks/martin_jacques_understanding_the_rise_of_china
1060,https://www.ted.com/talks/thomas_goetz_it_s_time_to_redesign_medical_data
1061,https://www.ted.com/talks/liza_donnelly_drawing_upon_humor_for_change
1062,https://www.ted.com/talks/bruce_feiler_the_council_of_dads
1064,https://www.ted.com/talks/kate_orff_oysters_as_architecture
1065,https://www.ted.com/talks/dale_dougherty_we_are_makers
1066,https://www.ted.com/talks/johanna_blakley_social_media_and_the_end_of_gender
1067,https://www.ted.com/talks/christopher_mcdougall_are_we_born_to_run
1068,https://www.ted.com/talks/suheir_hammad_poems_of_war_peace_women_power
1069,https://www.ted.com/talks/nigel_marsh_how_to_make_work_life_balance_work
1070,https://www.ted.com/talks/cynthia_breazeal_the_rise_of_personal_robots
1071,https://www.ted.com/talks/mother_and_daughter_doctor_heroes_hawa_abdi_deqo_mohamed
1072,https://www.ted.com/talks/michael_pawlyn_using_nature_s_genius_in_architecture
1073,https://www.ted.com/talks/a_whistleblower_you_haven_t_heard
1074,https://www.ted.com/talks/krista_tippett_reconnecting_with_compassion
1075,https://www.ted.com/talks/patricia_kuhl_the_linguistic_genius_of_babies
1076,https://www.ted.com/talks/jacqueline_novogratz_inspiring_a_life_of_immersion
1077,https://www.ted.com/talks/lisa_gansky_the_future_of_business_is_the_mesh
1078,https://www.ted.com/talks/madeleine_albright_on_being_a_woman_and_a_diplomat
1079,https://www.ted.com/talks/noreena_hertz_how_to_use_experts_and_when_not_to
108,https://www.ted.com/talks/rives_remixes_ted2006
1080,https://www.ted.com/talks/iain_hutchison_saving_faces
1081,https://www.ted.com/talks/elizabeth_lindsey_curating_humanity_s_heritage
1082,https://www.ted.com/talks/danny_hillis_two_frontiers_of_cancer_treatment
1083,https://www.ted.com/talks/ahn_trio_a_modern_take_on_piano_violin_cello
1084,https://www.ted.com/talks/wadah_khanfar_a_historic_moment_in_the_arab_world
1085,https://www.ted.com/talks/jr_s_ted_prize_wish_use_art_to_turn_the_world_inside_out
1086,https://www.ted.com/talks/wael_ghonim_inside_the_egyptian_revolution
1087,https://www.ted.com/talks/bill_gates_how_state_budgets_are_breaking_us_schools
1088,https://www.ted.com/talks/anthony_atala_printing_a_human_kidney
1089,https://www.ted.com/talks/courtney_martin_reinventing_feminism
109,https://www.ted.com/talks/eddi_reader_sings_about_what_you_ve_got
1090,https://www.ted.com/talks/salman_khan_let_s_use_video_to_reinvent_education
1091,https://www.ted.com/talks/eli_pariser_beware_online_filter_bubbles
1092,https://www.ted.com/talks/deb_roy_the_birth_of_a_word
1093,https://www.ted.com/talks/rob_harmon_how_the_market_can_keep_streams_flowing
1094,https://www.ted.com/talks/david_brooks_the_social_animal
1095,https://www.ted.com/talks/janna_levin_the_sound_the_universe_makes
1096,https://www.ted.com/talks/mark_bezos_a_life_lesson_from_a_volunteer_firefighter
1098,https://www.ted.com/talks/rogier_van_der_heide_why_light_needs_darkness
11,https://www.ted.com/talks/jane_goodall_on_what_separates_us_from_the_apes
110,https://www.ted.com/talks/eddi_reader_sings_kiteflyer_s_hill
1100,https://www.ted.com/talks/sarah_kay_if_i_should_have_a_daughter
1101,https://www.ted.com/talks/hans_rosling_and_the_magic_washing_machine
1102,https://www.ted.com/talks/isabel_behncke_evolution_s_gift_of_play_from_bonobo_apes_to_humans
1103,https://www.ted.com/talks/paul_root_wolpe_it_s_time_to_question_bio_engineering
1104,https://www.ted.com/talks/eythor_bender_demos_human_exoskeletons
1105,https://www.ted.com/talks/claron_mcfadden_singing_the_primal_mystery
1106,https://www.ted.com/talks/patricia_ryan_ideas_in_all_languages_not_just_english
1107,https://www.ted.com/talks/ralph_langner_cracking_stuxnet_a_21st_century_cyberweapon
1108,https://www.ted.com/talks/handpring_puppet_co_the_genius_puppetry_behind_war_horse
1109,https://www.ted.com/talks/sebastian_thrun_google_s_driverless_car
1110,https://www.ted.com/talks/eric_whitacre_a_virtual_choir_2_000_voices_strong
1111,https://www.ted.com/talks/annmarie_thomas_squishy_circuits
1112,https://www.ted.com/talks/stanley_mcchrystal
1113,https://www.ted.com/talks/chade_meng_tan_everyday_compassion_at_google
1114,https://www.ted.com/talks/morgan_spurlock_the_greatest_ted_talk_ever_sold
1115,https://www.ted.com/talks/mick_ebeling_the_invention_that_unlocked_a_locked_in_artist
1116,https://www.ted.com/talks/caroline_casey_looking_past_limits
1117,https://www.ted.com/talks/jackson_browne_if_i_could_be_anywhere
1118,https://www.ted.com/talks/david_christian_big_history
1119,https://www.ted.com/talks/dave_meslin_the_antidote_to_apathy
112,https://www.ted.com/talks/tom_honey_on_god_and_the_tsunami
1120,https://www.ted.com/talks/sarah_kaminsky
1121,https://www.ted.com/talks/roger_ebert_remaking_my_voice
1122,https://www.ted.com/talks/marcin_jakubowski
1124,https://www.ted.com/talks/susan_lim
1125,https://www.ted.com/talks/sam_richards_a_radical_experiment_in_empathy
1126,https://www.ted.com/talks/kathryn_schulz_on_being_wrong
1127,https://www.ted.com/talks/john_hunter_on_the_world_peace_game
1129,https://www.ted.com/talks/anil_ananthaswamy
113,https://www.ted.com/talks/richard_dawkins_on_militant_atheism
1130,https://www.ted.com/talks/ric_elias
1131,https://www.ted.com/talks/harvey_fineberg_are_we_ready_for_neo_evolution
1132,https://www.ted.com/talks/bruce_schneier
1133,https://www.ted.com/talks/angela_belcher_using_nature_to_grow_batteries
1134,https://www.ted.com/talks/mike_matas
1135,https://www.ted.com/talks/arvind_gupta_turning_trash_into_toys_for_learning
1136,https://www.ted.com/talks/9_11_healing_the_mothers_who_found_forgiveness_friendship
1137,https://www.ted.com/talks/carlo_ratti_architecture_that_senses_and_responds
1138,https://www.ted.com/talks/suzanne_lee_grow_your_own_clothes
1139,https://www.ted.com/talks/sean_carroll_distant_time_and_the_hint_of_a_multiverse
114,https://www.ted.com/talks/tom_rielly_delivers_a_comic_send_up_of_ted2006
1140,https://www.ted.com/talks/louie_schwartzberg_the_hidden_beauty_of_pollination
1141,https://www.ted.com/talks/paul_nicklen_tales_of_ice_bound_wonderlands
1142,https://www.ted.com/talks/fiorenzo_omenetto_silk_the_ancient_material_of_the_future
1143,https://www.ted.com/talks/ron_gutman_the_hidden_power_of_smiling
1144,https://www.ted.com/talks/amit_sood_building_a_museum_of_museums_on_the_web
1145,https://www.ted.com/talks/leonard_susskind_my_friend_richard_feynman
1146,https://www.ted.com/talks/ed_boyden
1147,https://www.ted.com/talks/thomas_heatherwick
1148,https://www.ted.com/talks/elliot_krane_the_mystery_of_chronic_pain
1149,https://www.ted.com/talks/edith_widder_the_weird_and_wonderful_world_of_bioluminescence
115,https://www.ted.com/talks/thomas_dolby_and_rachelle_garniez
1150,https://www.ted.com/talks/terry_moore_how_to_tie_your_shoes
1152,https://www.ted.com/talks/aaron_koblin
1153,https://www.ted.com/talks/bruce_aylward_how_we_ll_stop_polio
1154,https://www.ted.com/talks/shirin_neshat_art_in_exile
1155,https://www.ted.com/talks/mustafa_akyol_faith_versus_tradition_in_islam
1156,https://www.ted.com/talks/robert_gupta_and_joshua_roman_duet_on_passacaglia
1158,https://www.ted.com/talks/dennis_hong_making_a_car_for_blind_drivers
